iter	RMSE
689	0.7839423209
690	0.7837325452
691	0.7826889937
692	0.7814732891
693	0.7813238094
694	0.7799756876
695	0.7789468426
696	0.7775253072
697	0.7754864876
698	0.7752895139
699	0.7750011736
700	0.7728687159
701	0.7723422394
702	0.7701455605
703	0.7681029728
704	0.7675714101
705	0.7661717068
706	0.7650054707
707	0.7645644224
708	0.7639192514
709	0.7624520855
710	0.7618157934
711	0.7605709083
712	0.760314157
713	0.7593019191
714	0.7577795785
715	0.7561521228
716	0.7541975656
717	0.752671658
718	0.7515492289
719	0.7495992829
720	0.7494842975
721	0.7492133444
722	0.7475012412
723	0.746171309
724	0.7457026455
725	0.7448726037
726	0.7432295827
727	0.7425995243
728	0.7423717249
729	0.7416832899
730	0.7402255489
731	0.7390834805
732	0.73681559
733	0.7359936002
734	0.7347407231
735	0.7339194956
736	0.7316413716
737	0.7309701056
738	0.7294604672
739	0.7278379924
740	0.7265180939
741	0.7252416368
742	0.7248817504
743	0.7231036218
744	0.7218095263
745	0.7199826333
746	0.7183681443
747	0.7169871975
748	0.7167021004
749	0.7160321159
750	0.7150663616
751	0.7128907525
752	0.711290338
753	0.7098651791
754	0.7092991247
755	0.7092015264
756	0.7076609627
757	0.7075678652
758	0.7070557528
759	0.7049254432
760	0.7031444159
761	0.7026508234
762	0.7018725449
763	0.7006224367
764	0.6993711606
765	0.6989280619
766	0.6987743585
767	0.6975931161
768	0.6965679908
769	0.6949054344
770	0.6943973699
771	0.6933399676
772	0.6931234541
773	0.6929123239
774	0.6927507604
775	0.6913936526
776	0.6912362759
777	0.689710969
778	0.6882676483
779	0.6865241142
780	0.6859647157
781	0.6850226305
782	0.6843041176
783	0.6820177047
784	0.6804200633
785	0.6790407242
786	0.6776946756
787	0.6755296195
788	0.6748216734
789	0.6735243236
790	0.6718750446
791	0.6704981057
792	0.6696414278
793	0.6680302698
794	0.6661897073
795	0.6643339522
796	0.6625135529
797	0.6609799186
798	0.6605347737
799	0.6604814093
800	0.6588645712
801	0.6578400063
802	0.6565268396
803	0.654774033
804	0.6539449466
805	0.652210645
806	0.6509405697
807	0.6503309402
808	0.648457052
809	0.6476973972
810	0.6458204947
811	0.6454825852
812	0.6441098331
813	0.6438306989
814	0.6426866777
815	0.6414438392
816	0.6408634339
817	0.639665751
818	0.6381915377
819	0.6372398124
820	0.6355166414
821	0.6348054608
822	0.6338755466
823	0.6323913763
824	0.6306793125
825	0.6301173159
826	0.628664218
827	0.6276256865
828	0.6260801628
829	0.6253059925
830	0.6238634188
831	0.6226503656
832	0.6222129727
833	0.621801032
834	0.6205591303
835	0.6188116577
836	0.6182231258
837	0.6179975299
838	0.6163951696
839	0.6152617402
840	0.6151551783
841	0.6140086812
842	0.6131274644
843	0.6112503015
844	0.6104331392
845	0.6092876516
846	0.607973455
847	0.6071629301
848	0.6058373136
849	0.604830812
850	0.6032194904
851	0.6030141983
852	0.6021893618
853	0.6008710518
854	0.600458232
855	0.5996617769
856	0.5986904815
857	0.5981009914
858	0.5970930998
859	0.5957951915
860	0.5956648595
861	0.5943641161
862	0.5938546276
863	0.5920668353
864	0.5918637951
865	0.5913069203
866	0.5904823653
867	0.5891364399
868	0.5879884229
869	0.586763138
870	0.5865377703
871	0.5856505081
872	0.5854687758
873	0.5841787127
874	0.5836622763
875	0.5835574699
876	0.582534968
877	0.581686969
878	0.5804231977
879	0.5795691748
880	0.5785015112
881	0.5777852719
882	0.5774328922
883	0.5761371526
884	0.5760284457
885	0.5756155321
886	0.5740511929
887	0.5726863217
888	0.5722653122
889	0.5715456898
890	0.5698062642
891	0.5685732026
892	0.5677022817
893	0.5668886487
894	0.5654495785
895	0.5641168653
896	0.5635193413
897	0.5621661515
898	0.5611102565
899	0.5605353111
900	0.5597557146
901	0.558519784
902	0.55757016
903	0.5565330314
904	0.5559436272
905	0.5544635062
906	0.5533642421
907	0.5525539991
908	0.5521323434
909	0.5503313552
910	0.5499425443
911	0.5494304465
912	0.5480137132
913	0.5468888873
914	0.5463905352
915	0.5455747829
916	0.5443701909
917	0.5439932212
918	0.5433169151
919	0.5421887151
920	0.5417558838
921	0.5406223438
922	0.5402228401
923	0.5391670176
924	0.5382220969
925	0.5373871296
926	0.5370022154
927	0.5365160615
928	0.5351365135
929	0.5348779615
930	0.5337063112
931	0.5321206572
932	0.5306016191
933	0.5296860327
934	0.5292671088
935	0.528139181
936	0.5272126915
937	0.5267850598
938	0.5259300653
939	0.525627425
940	0.5255840775
941	0.5248945612
942	0.5238945572
943	0.5225722665
944	0.5210754807
945	0.5201569816
946	0.5195508764
947	0.5189412567
948	0.5185338989
949	0.5177035456
950	0.5176173853
951	0.5168865005
952	0.5152520612
953	0.5144486169
954	0.5132477346
955	0.5129303927
956	0.5117759438
957	0.511577983
958	0.5113692645
959	0.5110202858
960	0.5099930231
961	0.5099455702
962	0.5088035599
963	0.5082532166
964	0.508166521
965	0.5078381364
966	0.506609943
967	0.5055707606
968	0.50467523
969	0.5036833994
970	0.5033895612
971	0.5021959687
972	0.5017857014
973	0.5015238072
974	0.5013260621
975	0.5005752654
976	0.4993559521
977	0.4983038354
978	0.4973826971
979	0.4969895763
980	0.4959106379
981	0.4945419396
982	0.4938534413
983	0.4933948083
984	0.4926048904
985	0.4920642685
986	0.4916811066
987	0.4910593645
988	0.4903878208
989	0.4895423332
990	0.4887193084
991	0.4882285145
992	0.4873166101
993	0.4867604141
994	0.4858225626
995	0.4856844807
996	0.484430072
997	0.4843017806
998	0.4832620517
999	0.48247291
