iter	RMSE
382	0.1470819673
383	0.1467954303
384	0.1464459206
385	0.1458936092
386	0.1456276631
387	0.1453106804
388	0.1449980216
389	0.1446411335
390	0.1442763207
391	0.143912024
392	0.1435861519
393	0.1431386066
394	0.1429081932
395	0.1424220763
396	0.1421302711
397	0.1417710009
398	0.1413420878
399	0.1408798146
400	0.140657101
401	0.1404274311
402	0.1401130247
403	0.1398314807
404	0.1396368651
405	0.1394335898
406	0.1391115355
407	0.1388135845
408	0.1384898098
409	0.1382174483
410	0.1379184409
411	0.1376130664
412	0.1374922178
413	0.137421463
414	0.1371505843
415	0.1370558989
416	0.1367014292
417	0.1366749872
418	0.1362900976
419	0.1361179223
420	0.1356919398
421	0.135621771
422	0.135372975
423	0.1350391433
424	0.1347879452
425	0.1344010435
426	0.1341837641
427	0.1338688038
428	0.133616716
429	0.1331422266
430	0.1327717057
431	0.1325447787
432	0.1323203624
433	0.1319965472
434	0.1317669865
435	0.1315655547
436	0.1313541012
437	0.1311066309
438	0.1307880703
439	0.1307474982
440	0.1304452948
441	0.1303109477
442	0.1300951173
443	0.1300648872
444	0.1296948846
445	0.1294214267
446	0.1291065652
447	0.12873508
448	0.1285405421
449	0.1282275485
450	0.1279534519
451	0.1275498013
452	0.1272880865
453	0.1270517335
454	0.1270395758
455	0.1270199337
456	0.1267747843
457	0.1266117836
458	0.126431397
459	0.1262130626
460	0.1260564244
461	0.1257272556
462	0.1253682238
463	0.1249485191
464	0.1249379384
465	0.1247043658
466	0.1246629639
467	0.1244013662
468	0.1242518634
469	0.1239942267
470	0.1236821908
471	0.1234730148
472	0.1232674116
473	0.122928792
474	0.1226273967
475	0.1223166462
476	0.1221263656
477	0.1220789932
478	0.1218516173
479	0.1215861568
480	0.121371817
481	0.1212912216
482	0.1209778321
483	0.120627318
484	0.1203536251
485	0.120152069
486	0.1198994022
487	0.1197385196
488	0.1195242271
489	0.1192532934
490	0.1190132653
491	0.1188046141
492	0.1185619561
493	0.1183417725
494	0.1181115132
495	0.1179299146
496	0.1176502152
497	0.1175122196
498	0.1172443396
499	0.1169339477
500	0.1167015693
501	0.1164698458
502	0.1161902612
503	0.1159924219
504	0.1157321827
505	0.1155494026
506	0.1152515667
507	0.1151236416
508	0.1148064451
509	0.1146285425
510	0.1144080158
511	0.1141241522
512	0.113914097
513	0.11373755
514	0.1135805001
515	0.1133579524
516	0.1132992773
517	0.1130312159
518	0.1129535895
519	0.1127558713
520	0.1125715252
521	0.1124018051
522	0.1121802241
523	0.1120964381
524	0.1117819611
525	0.1116205145
526	0.1113833284
527	0.1110190804
528	0.110816141
529	0.1105766976
530	0.1103433026
531	0.1102241242
532	0.1099488416
533	0.1097317694
534	0.1095860208
535	0.1094193143
536	0.1091285047
537	0.1090033319
538	0.1087805673
539	0.1085555721
540	0.1083484766
541	0.1081327434
542	0.107833609
543	0.1077807733
544	0.1074219355
545	0.1073821348
546	0.1071943422
547	0.1069643108
548	0.1067847104
549	0.1066121576
550	0.1065064087
551	0.1062384901
552	0.1058880581
553	0.1055801966
554	0.1053382257
555	0.1052150519
556	0.1050661732
557	0.1049016148
558	0.1048352225
559	0.1046539626
560	0.1045245006
561	0.1044248585
562	0.1042467033
563	0.1041458509
564	0.103935735
565	0.1036904507
566	0.1034142048
567	0.1032596685
568	0.1029825042
569	0.1027891641
570	0.1026435549
571	0.1025139795
572	0.1024223219
573	0.1021814523
574	0.1019974269
575	0.1017799115
576	0.1015797868
577	0.1013302075
578	0.1010995599
579	0.1007739324
580	0.1006117494
581	0.1003669921
582	0.100005361
583	0.09992781682
584	0.09971212512
585	0.09952191248
586	0.09943305143
587	0.09922158577
588	0.09897358993
589	0.09885274437
590	0.09869395036
591	0.09853983841
592	0.09834291872
593	0.09807066979
594	0.09791918422
595	0.0978402136
596	0.09769149017
597	0.09753055404
598	0.09725660425
599	0.09721917276
600	0.09716472418
601	0.09689519263
602	0.09685512288
603	0.09667858242
604	0.09647884785
605	0.09629046715
606	0.09625645105
607	0.09609750207
608	0.09593082498
609	0.09580959973
610	0.09565455982
611	0.09551277431
612	0.0954134855
613	0.09519319275
614	0.09504375082
615	0.09492073717
616	0.09464642188
617	0.09456310172
618	0.09451931367
619	0.09443448325
620	0.0942431857
621	0.09397746333
622	0.09383720661
623	0.09371027053
624	0.09354186515
625	0.09344981315
626	0.09333468609
627	0.093304159
628	0.09304346979
629	0.09300500026
630	0.09287396576
631	0.09259033038
632	0.09237552268
633	0.09219375369
634	0.09197147114
635	0.09183312053
636	0.09160427877
637	0.09139440704
638	0.0911809417
639	0.09096497803
640	0.09094230622
641	0.09086912938
642	0.09063058735
643	0.09042547675
644	0.09020757016
645	0.08994586201
646	0.08975356848
647	0.08961483934
648	0.08933539823
649	0.08906856469
650	0.08887384105
651	0.08864959875
652	0.08843586764
653	0.08838687423
654	0.08827863434
655	0.08813845873
656	0.0880747401
657	0.0878054481
658	0.08772321872
659	0.08768563799
660	0.0874812621
661	0.08734296
662	0.08724275166
663	0.08718299994
664	0.0870096662
665	0.08686907655
666	0.08679716852
667	0.08656051804
668	0.08635440038
669	0.08623852807
670	0.08614958919
671	0.08607528722
672	0.08580521651
673	0.08567494955
674	0.08545104595
675	0.08534144459
676	0.08506588783
677	0.08479331885
678	0.08474791662
679	0.08452055634
680	0.08444929851
681	0.08422619627
682	0.08410042039
683	0.08391290116
684	0.08388002169
685	0.08361142013
686	0.08335976631
687	0.08328860777
688	0.08313588262
689	0.08308697158
690	0.08300954123
691	0.08283820315
692	0.08272645132
693	0.08261729324
694	0.08258299445
695	0.08243430985
696	0.08223046664
697	0.08216560204
698	0.08193065154
699	0.08174295912
700	0.0815629305
701	0.08128173956
702	0.08114084903
703	0.0809495971
704	0.08081203044
705	0.08070680661
706	0.08046941289
707	0.08026429268
708	0.08015132334
709	0.07992013863
710	0.07982135902
711	0.07975909258
712	0.07973518055
713	0.07963043697
714	0.07955113358
715	0.07940100411
716	0.07927561365
717	0.07905523327
718	0.07895169058
719	0.07881538617
720	0.078635574
721	0.07855754387
722	0.0784574575
723	0.07825315368
724	0.07817993037
725	0.07807174842
726	0.07787817164
727	0.07784731524
728	0.07771820235
729	0.07759108205
730	0.07735251102
731	0.07722740194
732	0.07711752308
733	0.07701377317
734	0.07689698332
735	0.07667261383
736	0.07655945522
737	0.07653213994
738	0.07637564116
739	0.07620414779
740	0.07598097849
741	0.07591802697
742	0.07577806952
743	0.07575301077
744	0.07563428938
745	0.07562583451
746	0.07555865267
747	0.07545638378
748	0.07524872593
749	0.07514426863
750	0.07499864766
751	0.07477520598
752	0.07466231673
753	0.07453500777
754	0.07448630956
755	0.0743471212
756	0.07431532747
757	0.07423745755
758	0.07413464
759	0.07410938133
760	0.07390467732
761	0.07373794757
762	0.07349257516
763	0.07342875621
764	0.07332779637
765	0.07312135965
766	0.07299139679
767	0.07284407368
768	0.07276631886
769	0.07262154358
770	0.07243260084
771	0.07234094694
772	0.07218776865
773	0.07204976583
774	0.07198171257
775	0.07189693177
776	0.07181628215
777	0.07165694957
778	0.07162837091
779	0.07160341623
780	0.07158401065
781	0.07147116712
782	0.07146498087
783	0.07145156838
784	0.07128292647
785	0.07105841866
786	0.07105142492
787	0.0709015775
788	0.07080119474
789	0.07062935625
790	0.07044185483
791	0.07037357263
792	0.07030503954
793	0.07013154863
794	0.0700437426
795	0.0698887896
796	0.06975493154
797	0.06956745371
798	0.06946553879
799	0.06933982029
800	0.06914692238
801	0.06913191066
802	0.06900105814
803	0.06890595093
804	0.06880910746
805	0.06876539953
806	0.0686050137
807	0.06846304991
808	0.06826396704
809	0.06813401
810	0.06805157634
811	0.0678255574
812	0.0677910943
813	0.06776761155
814	0.06762462771
815	0.06751675108
816	0.06750993375
817	0.06737575116
818	0.06727424882
819	0.06726953043
820	0.06720351003
821	0.06704142901
822	0.06693355378
823	0.06673420481
824	0.06655071318
825	0.06640283426
826	0.06627282692
827	0.06615335876
828	0.0660134262
829	0.06589711061
830	0.06579456825
831	0.06571115772
832	0.06557282757
833	0.06549267869
834	0.06536157196
835	0.06527907785
836	0.06517312132
837	0.06515693578
838	0.06503155945
839	0.06493997069
840	0.06485052555
841	0.06478604781
842	0.06469496254
843	0.06461089571
844	0.06446325596
845	0.06438041599
846	0.06437509885
847	0.06422889909
848	0.06409512222
849	0.06400183891
850	0.06387310302
851	0.063776147
852	0.06366566394
853	0.06354688328
854	0.06345749594
855	0.06340753239
856	0.06325228891
857	0.06310436132
858	0.06300151818
859	0.0628416221
860	0.06272041218
861	0.06265157221
862	0.06253424958
863	0.06235840685
864	0.06225675066
865	0.06207875218
866	0.06193071637
867	0.06183142409
868	0.06173161904
869	0.06169935998
870	0.06154067473
871	0.06143424208
872	0.06134466194
873	0.06118399663
874	0.06109061246
875	0.06097545507
876	0.06084813141
877	0.06078593225
878	0.06069464223
879	0.06068848535
880	0.06064730972
881	0.06049267418
882	0.06037041811
883	0.06023443856
884	0.06014848237
885	0.06004101325
886	0.05997787185
887	0.05985287618
888	0.05974852962
889	0.05972718291
890	0.05957902309
891	0.05945009689
892	0.05930886861
893	0.05926500577
894	0.0591405518
895	0.05911287845
896	0.05894649323
897	0.05892647391
898	0.05876637821
899	0.05861174352
900	0.05849313865
901	0.05840051921
902	0.0583234636
903	0.05822085064
904	0.05814252312
905	0.05800321442
906	0.0578628643
907	0.05775185424
908	0.05761939472
909	0.05757990178
910	0.0575520045
911	0.05745752631
912	0.05738802776
913	0.05721372579
914	0.05708618398
915	0.0570493257
916	0.05692889036
917	0.05684680593
918	0.05669649161
919	0.05660058949
920	0.05657612077
921	0.05646132122
922	0.05636711093
923	0.05628780938
924	0.0562155563
925	0.05605845949
926	0.0560535038
927	0.05595307835
928	0.05585135531
929	0.05570814485
930	0.05566364241
931	0.05554717602
932	0.05539566558
933	0.0553142478
934	0.05520732406
935	0.05503032012
936	0.05495204506
937	0.05482931501
938	0.05468982028
939	0.05464052269
940	0.0545819031
941	0.05448103449
942	0.05434645804
943	0.05426125507
944	0.05415438714
945	0.05403186746
946	0.05401354892
947	0.05399431624
948	0.05389154062
949	0.05380096041
950	0.05370125753
951	0.05357577278
952	0.05355989531
953	0.05347839486
954	0.05334948417
955	0.05323807216
956	0.05310075291
957	0.05301952194
958	0.05297110901
959	0.05290234342
960	0.05276845582
961	0.05271366906
962	0.05259372462
963	0.05256743793
964	0.05248225976
965	0.05241717984
966	0.05232544727
967	0.05224837238
968	0.05214344072
969	0.05200005581
970	0.05186436285
971	0.05168476082
972	0.0515852378
973	0.05154818438
974	0.05149196497
975	0.05148609991
976	0.05146617551
977	0.05132068267
978	0.05129512208
979	0.05119368543
980	0.05107242688
981	0.05103120256
982	0.05100187495
983	0.05092412038
984	0.05085489114
985	0.05076118331
986	0.05073071914
987	0.05065751567
988	0.05063511299
989	0.05057458595
990	0.05050973766
991	0.05043565462
992	0.05034169907
993	0.05019790994
994	0.05008057254
995	0.04998784721
996	0.04988421806
997	0.04976549017
998	0.04970477199
999	0.0496141002
