iter	Passed	Remaining
158	296	1565
159	297	1561
160	298	1557
161	299	1550
162	301	1546
163	303	1546
164	304	1542
165	305	1535
166	306	1530
167	307	1523
168	308	1517
169	309	1511
170	310	1506
171	311	1501
172	312	1495
173	313	1489
174	315	1485
175	316	1481
176	317	1474
177	318	1472
178	319	1467
179	320	1460
180	322	1459
181	324	1457
182	325	1451
183	326	1448
184	327	1444
185	328	1438
186	330	1434
187	331	1432
188	332	1426
189	334	1426
190	335	1421
191	336	1417
192	337	1412
193	339	1409
194	340	1405
195	341	1401
196	342	1397
197	343	1393
198	344	1387
199	346	1385
200	347	1382
201	348	1378
202	350	1376
203	351	1373
204	352	1368
205	354	1366
206	355	1361
207	356	1355
208	357	1352
209	358	1348
210	359	1344
211	360	1340
212	362	1338
213	363	1333
214	364	1330
215	365	1327
216	367	1324
217	369	1323
218	370	1319
219	371	1315
220	372	1313
221	373	1310
222	374	1305
223	376	1303
224	377	1299
225	378	1296
226	379	1292
227	380	1287
228	381	1283
229	382	1279
230	383	1276
231	394	1305
232	395	1301
233	396	1297
234	397	1293
235	398	1290
236	399	1287
237	410	1315
238	411	1310
239	412	1305
240	412	1300
241	413	1296
242	415	1292
243	416	1289
244	417	1286
245	418	1282
246	419	1279
247	420	1275
248	431	1300
249	432	1296
250	433	1293
251	434	1289
252	435	1286
253	436	1282
254	437	1278
255	438	1275
256	440	1272
257	441	1268
258	442	1265
259	443	1261
260	444	1258
261	445	1255
262	446	1251
263	447	1248
264	448	1245
265	450	1241
266	460	1264
267	472	1289
268	473	1286
269	474	1283
270	475	1279
271	476	1276
272	477	1272
273	479	1269
274	480	1266
275	481	1262
276	482	1258
277	483	1255
278	484	1252
279	485	1249
280	486	1245
281	487	1242
282	489	1239
283	490	1235
284	500	1256
285	501	1252
286	502	1249
287	503	1245
288	505	1242
289	506	1239
290	507	1235
291	508	1232
292	509	1229
293	510	1226
294	521	1245
295	531	1265
296	532	1261
297	534	1258
298	535	1254
299	536	1251
300	537	1248
301	538	1244
302	539	1241
303	540	1237
304	551	1257
305	552	1253
306	554	1250
307	555	1247
308	556	1243
309	557	1240
310	558	1237
311	559	1234
312	560	1230
313	561	1227
314	562	1223
315	563	1220
316	564	1217
317	565	1213
318	567	1210
319	568	1207
320	569	1204
321	570	1201
322	571	1197
323	592	1235
324	592	1231
325	594	1228
326	595	1224
327	596	1221
328	597	1218
329	598	1215
330	599	1212
331	600	1208
332	601	1205
333	610	1216
334	610	1212
335	611	1208
336	613	1207
337	614	1204
338	616	1201
339	617	1198
340	618	1195
341	619	1192
342	620	1189
343	621	1185
344	623	1182
345	624	1179
346	624	1175
347	625	1172
348	627	1169
349	628	1166
350	629	1164
351	630	1160
352	631	1157
353	632	1154
354	633	1151
355	634	1148
356	635	1145
357	637	1143
358	638	1140
359	639	1137
360	640	1134
361	641	1131
362	642	1128
363	643	1124
364	645	1122
365	646	1119
366	646	1115
367	647	1112
368	649	1110
369	650	1107
370	651	1104
371	652	1101
372	657	1104
373	658	1101
374	660	1101
375	661	1097
376	666	1100
377	666	1097
378	668	1094
379	669	1091
380	669	1088
381	670	1085
382	672	1083
383	675	1082
384	675	1079
385	677	1077
386	678	1074
387	678	1070
388	680	1069
389	681	1065
390	682	1062
391	683	1060
392	684	1057
393	686	1055
394	687	1052
395	688	1049
396	689	1046
397	690	1044
398	691	1041
399	694	1042
400	695	1039
401	696	1036
402	698	1034
403	699	1031
404	700	1029
405	701	1026
406	702	1023
407	703	1020
408	704	1017
409	705	1014
410	707	1013
411	708	1011
412	709	1008
413	710	1005
414	711	1002
415	712	999
416	714	998
417	715	995
418	716	993
419	718	991
420	719	989
421	720	986
422	721	984
423	722	981
424	723	978
425	724	976
426	725	973
427	726	971
428	727	968
429	728	965
430	729	963
431	730	961
432	732	958
433	733	956
434	734	953
435	735	952
436	737	950
437	738	947
438	739	945
439	741	943
440	742	940
441	743	938
442	744	935
443	744	932
444	746	931
445	747	928
446	748	925
447	749	923
448	750	920
449	751	919
450	753	916
451	754	914
452	756	913
453	757	911
454	758	908
455	759	905
456	760	903
457	763	903
458	764	900
459	765	898
460	766	895
461	767	893
462	768	891
463	769	889
464	770	886
465	771	884
466	772	881
467	775	882
468	776	879
469	778	877
470	779	875
471	781	873
472	782	871
473	783	869
474	783	866
475	785	864
476	785	861
477	787	859
478	788	857
479	789	855
480	790	852
481	791	850
482	795	851
483	816	870
484	828	879
485	829	877
486	830	874
487	836	877
488	836	874
489	837	871
490	838	869
491	839	866
492	839	863
493	840	861
494	841	858
495	842	856
496	843	853
497	845	852
498	847	850
499	852	852
500	852	849
501	853	846
502	855	844
503	856	842
504	857	840
505	858	838
506	861	837
507	862	835
508	862	832
509	863	829
510	864	827
511	866	825
512	867	823
513	868	821
514	869	819
515	870	816
516	872	814
517	873	812
518	874	810
519	875	808
520	876	805
521	877	803
522	878	801
523	880	799
524	881	797
525	882	794
526	883	792
527	883	790
528	885	788
529	886	785
530	886	783
531	887	780
532	888	778
533	889	776
534	891	774
535	892	772
536	893	770
537	894	768
538	895	765
539	896	763
540	907	769
541	924	781
542	925	778
543	926	776
544	927	774
545	928	772
546	930	770
547	931	768
548	932	765
549	933	763
550	934	761
551	935	759
552	936	756
553	937	754
554	938	752
555	939	750
556	940	748
557	941	746
558	942	743
559	944	741
560	945	739
561	955	745
562	957	742
563	958	740
564	959	738
565	960	736
566	961	734
567	962	732
568	963	730
569	965	728
570	966	725
571	966	723
572	967	720
573	967	718
574	968	715
575	968	713
576	969	710
577	970	708
578	970	705
579	971	703
580	971	700
581	972	698
582	973	696
583	974	694
584	975	692
585	976	690
586	977	687
587	978	685
588	980	683
589	981	681
590	981	679
591	983	677
592	984	675
593	995	680
594	1006	684
595	1007	682
596	1007	680
597	1008	677
598	1009	675
599	1010	673
600	1011	671
601	1012	669
602	1013	667
603	1014	665
604	1015	663
605	1016	660
606	1024	663
607	1025	661
608	1027	659
609	1033	660
610	1035	658
611	1041	660
612	1042	658
613	1043	655
614	1044	653
615	1045	651
616	1046	649
617	1047	647
618	1048	645
619	1049	643
620	1050	641
621	1051	639
622	1055	638
623	1056	636
624	1057	634
625	1059	632
626	1059	630
627	1064	630
628	1065	628
629	1066	626
630	1067	624
631	1068	622
632	1069	620
633	1070	618
634	1071	615
635	1072	613
636	1073	612
637	1074	609
638	1076	607
639	1077	605
640	1078	603
641	1079	602
642	1080	599
643	1081	597
644	1081	595
645	1082	593
646	1084	591
647	1085	589
648	1086	587
649	1087	585
650	1088	583
651	1089	581
652	1090	579
653	1091	577
654	1093	575
655	1094	573
656	1095	571
657	1097	570
658	1098	568
659	1099	566
660	1100	564
661	1102	562
662	1103	560
663	1104	558
664	1105	556
665	1106	554
666	1107	552
667	1108	550
668	1109	549
669	1110	547
670	1111	545
671	1112	543
672	1114	541
673	1115	539
674	1116	537
675	1118	535
676	1119	534
677	1120	532
678	1121	530
679	1122	528
680	1124	526
681	1126	525
682	1127	523
683	1128	521
684	1129	519
685	1130	517
686	1131	515
687	1132	513
688	1134	511
689	1134	509
690	1135	507
691	1136	505
692	1137	504
693	1138	502
694	1139	500
695	1141	498
696	1141	496
697	1142	494
698	1143	492
699	1145	490
700	1146	488
701	1147	486
702	1148	485
703	1148	483
704	1150	481
705	1152	479
706	1153	477
707	1154	476
708	1155	474
709	1156	472
710	1157	470
711	1159	469
712	1161	467
713	1161	465
714	1163	463
715	1165	462
716	1167	460
717	1168	458
718	1168	456
719	1169	454
720	1171	453
721	1172	451
722	1173	449
723	1174	447
724	1175	445
725	1176	444
726	1178	442
727	1179	440
728	1181	439
729	1182	437
730	1183	435
731	1184	433
732	1185	431
733	1186	430
734	1187	428
735	1188	426
736	1190	424
737	1191	422
738	1196	422
739	1197	420
740	1198	418
741	1203	418
742	1204	416
743	1205	414
744	1206	412
745	1206	410
746	1207	409
747	1209	407
748	1210	405
749	1211	403
750	1212	402
751	1213	400
752	1214	398
753	1215	396
754	1216	394
755	1217	393
756	1218	391
757	1219	389
758	1220	387
759	1221	385
760	1226	385
761	1227	383
762	1229	381
763	1230	380
764	1235	379
765	1236	377
766	1237	375
767	1238	374
768	1239	372
769	1241	370
770	1242	368
771	1243	367
772	1244	365
773	1245	363
774	1246	361
775	1249	360
776	1250	358
777	1251	357
778	1253	355
779	1255	354
780	1256	352
781	1257	350
782	1258	348
783	1259	347
784	1260	345
785	1267	344
786	1268	343
787	1269	341
788	1270	339
789	1270	337
790	1274	336
791	1275	334
792	1276	333
793	1277	331
794	1278	329
795	1279	327
796	1282	326
797	1283	324
798	1284	323
799	1286	321
800	1287	319
801	1288	318
802	1289	316
803	1289	314
804	1290	312
805	1292	311
806	1293	309
807	1294	307
808	1295	305
809	1298	304
810	1299	302
811	1300	301
812	1301	299
813	1303	297
814	1304	296
815	1305	294
816	1306	292
817	1307	290
818	1308	289
819	1309	287
820	1310	285
821	1312	284
822	1313	282
823	1314	280
824	1315	279
825	1316	277
826	1317	275
827	1319	274
828	1319	272
829	1321	270
830	1321	268
831	1322	267
832	1324	265
833	1325	263
834	1326	262
835	1327	260
836	1328	258
837	1330	257
838	1331	255
839	1332	253
840	1334	252
841	1335	250
842	1336	248
843	1337	247
844	1338	245
845	1339	243
846	1340	242
847	1341	240
848	1342	238
849	1343	237
850	1344	235
851	1346	233
852	1347	232
853	1348	230
854	1349	228
855	1350	227
856	1351	225
857	1353	223
858	1354	222
859	1355	220
860	1356	219
861	1357	217
862	1358	215
863	1359	213
864	1360	212
865	1361	210
866	1364	209
867	1365	207
868	1366	206
869	1367	204
870	1368	202
871	1368	200
872	1369	199
873	1369	197
874	1370	195
875	1371	194
876	1371	192
877	1372	190
878	1373	189
879	1373	187
880	1374	185
881	1375	183
882	1376	182
883	1377	180
884	1378	179
885	1378	177
886	1380	175
887	1381	174
888	1392	173
889	1393	172
890	1394	170
891	1395	169
892	1396	167
893	1398	165
894	1399	164
895	1400	162
896	1401	160
897	1402	159
898	1404	157
899	1405	156
900	1406	154
901	1407	152
902	1408	151
903	1409	149
904	1410	148
905	1411	146
906	1412	144
907	1413	143
908	1414	141
909	1414	139
910	1415	138
911	1416	136
912	1417	135
913	1418	133
914	1419	131
915	1420	130
916	1421	128
917	1422	127
918	1423	125
919	1424	123
920	1424	122
921	1425	120
922	1426	119
923	1427	117
924	1428	115
925	1429	114
926	1431	112
927	1432	111
928	1433	109
929	1434	107
930	1435	106
931	1436	104
932	1437	103
933	1438	101
934	1439	100
935	1440	98
936	1441	96
937	1451	95
938	1452	94
939	1453	92
940	1455	91
941	1456	89
942	1457	88
943	1458	86
944	1459	84
945	1460	83
946	1461	81
947	1462	80
948	1463	78
949	1463	77
950	1472	75
951	1473	74
952	1474	72
953	1475	71
954	1475	69
955	1477	67
956	1478	66
957	1479	64
958	1480	63
959	1481	61
960	1482	60
961	1483	58
962	1484	57
963	1485	55
964	1486	53
965	1486	52
966	1488	50
967	1489	49
968	1490	47
969	1491	46
970	1492	44
971	1493	43
972	1494	41
973	1506	40
974	1506	38
975	1507	37
976	1508	35
977	1508	33
978	1509	32
979	1510	30
980	1510	29
981	1511	27
982	1512	26
983	1512	24
984	1513	23
985	1514	21
986	1514	19
987	1515	18
988	1516	16
989	1517	15
990	1518	13
991	1519	12
992	1520	10
993	1521	9
994	1521	7
995	1522	6
996	1523	4
997	1524	3
998	1524	1
999	1525	0
2
965	2272	79
966	2273	77
967	2274	75
968	2275	72
969	2277	70
970	2278	68
971	2280	65
972	2281	63
973	2283	60
974	2285	58
975	2286	56
976	2287	53
977	2289	51
978	2290	49
979	2291	46
980	2292	44
981	2293	42
982	2294	39
983	2296	37
984	2297	34
985	2298	32
986	2299	30
987	2301	27
988	2302	25
989	2303	23
990	2304	20
991	2306	18
992	2307	16
993	2309	13
994	2310	11
995	2312	9
996	2313	6
997	2314	4
998	2316	2
999	2317	0
